tissue,barcode,fpkm
cancer,TCGA-G8-6324-01A-11R-2213-07,3200.94918813
cancer,TCGA-GS-A9TW-01A-11R-A38C-07,35280.278602800005
cancer,TCGA-G8-6914-01A-11R-2213-07,40900.955083800014
cancer,TCGA-GS-A9TQ-01A-11R-A38C-07,39414.24548490001
cancer,TCGA-FF-A7CX-01A-12R-A38C-07,158606.722795
cancer,TCGA-G8-6907-01A-11R-2213-07,258388.543698
cancer,TCGA-GS-A9TU-01A-11R-A38C-07,22295.7606976
cancer,TCGA-GR-A4D9-01B-11R-A31O-07,5566.67343945
cancer,TCGA-G8-6325-01A-11R-2213-07,3892.89289143
cancer,TCGA-GR-A4D6-01A-11R-A31O-07,74829.8114092
cancer,TCGA-RQ-A6JB-01A-11R-A31O-07,25113.5149903
cancer,TCGA-GS-A9U3-01A-11R-A39D-07,52755.9460859
cancer,TCGA-FA-A82F-01A-11R-A38C-07,831.510938526
cancer,TCGA-FA-A86F-01A-11R-A38C-07,486.566980446
cancer,TCGA-FA-A6HO-01A-11R-A31O-07,23247.822926400004
cancer,TCGA-FF-A7CW-01A-11R-A38C-07,50218.4089162
cancer,TCGA-GS-A9TX-01A-11R-A38C-07,531.141348398
cancer,TCGA-G8-6326-01A-11R-2213-07,6710.52116517
cancer,TCGA-VB-A8QN-01A-11R-A38C-07,28180.8222459
cancer,TCGA-G8-6909-01A-11R-2213-07,91364.5741232
cancer,TCGA-FF-8043-01A-11R-2213-07,189880.898175
cancer,TCGA-FF-8061-01A-11R-2213-07,1324.93501194
cancer,TCGA-FA-A7Q1-01A-11R-A38C-07,24576.1719677
cancer,TCGA-FA-A6HN-01A-11R-A31O-07,23998.3172945
cancer,TCGA-GS-A9TZ-01A-11R-A39D-07,1786.0082329
cancer,TCGA-GS-A9TV-01A-11R-A38C-07,33293.8357462
cancer,TCGA-FA-A7DS-01A-11R-A38C-07,0.0
cancer,TCGA-RQ-A68N-01A-11R-A31O-07,4719.78628808
cancer,TCGA-FF-8042-01A-11R-2213-07,89899.8893758
cancer,TCGA-FF-A7CQ-01A-11R-A38C-07,11105.047402700002
cancer,TCGA-FA-8693-01A-11R-2404-07,119073.545148
cancer,TCGA-RQ-AAAT-01A-11R-A39D-07,5407.78775515
cancer,TCGA-FF-8041-01A-11R-2213-07,226276.398697
cancer,TCGA-FA-A4XK-01A-11R-A31O-07,55717.621033
cancer,TCGA-GR-A4D5-01A-11R-A31O-07,10964.9450706
cancer,TCGA-GR-7351-01A-11R-2213-07,35393.1490661
cancer,TCGA-FM-8000-01A-11R-2213-07,152187.46421099998
cancer,TCGA-GR-7353-01A-11R-2213-07,46495.4509671
cancer,TCGA-FF-8047-01A-11R-2213-07,186974.557897
cancer,TCGA-G8-6906-01A-11R-2213-07,77454.5341884
cancer,TCGA-FF-8062-01A-11R-2213-07,61482.24919630001
cancer,TCGA-GS-A9TY-01A-11R-A39D-07,33833.161912
cancer,TCGA-GR-A4D4-01A-11R-A31O-07,955.863024829
cancer,TCGA-FF-8046-01A-11R-2213-07,35086.2419828
cancer,TCGA-GS-A9TT-01A-11R-A38C-07,24088.1914816
cancer,TCGA-FA-A4BB-01A-11R-A31O-07,57989.89422540001
cancer,TCGA-GS-A9U4-01A-11R-A39D-07,2694.62338428
cancer,TCGA-FF-A7CR-01A-11R-A38C-07,566.233300011
