tissue,barcode,fpkm
normal,TCGA-CZ-5461-11A-01R-1503-07,315.746465692
normal,TCGA-CZ-5463-11A-01R-1503-07,1772.77712805
normal,TCGA-A3-3358-11A-01R-1541-07,5907.06415958
normal,TCGA-CW-6090-11A-01R-1672-07,4160.89919806
normal,TCGA-CW-5589-11A-01R-1541-07,3048.08086297
normal,TCGA-B0-5706-11A-01R-1541-07,5647.75356366
normal,TCGA-CJ-5676-11A-01R-1541-07,5037.51885921
normal,TCGA-CW-6087-11A-01R-1672-07,2596.09499717
normal,TCGA-CJ-5680-11A-01R-1541-07,3489.00396787
normal,TCGA-CW-5591-11A-01R-1541-07,2824.46314605
normal,TCGA-B2-5641-11A-01R-1541-07,3744.39277182
normal,TCGA-CZ-5452-11A-01R-1503-07,1269.95361706
normal,TCGA-CZ-5456-11A-02R-1503-07,4193.55199445
normal,TCGA-B8-4619-11A-01R-1758-07,7176.3038447
normal,TCGA-CW-5581-11A-01R-1541-07,3059.08437934
normal,TCGA-CZ-5469-11A-01R-1503-07,2483.47689604
normal,TCGA-CZ-5987-11A-01R-1672-07,1397.85066482
normal,TCGA-CW-5580-11A-02R-1672-07,4353.38769747
normal,TCGA-B0-5705-11A-01R-1541-07,1778.08597935
normal,TCGA-CW-5585-11A-01R-1541-07,1651.63711303
normal,TCGA-CZ-5985-11A-01R-1672-07,837.3961000789999
normal,TCGA-CZ-5986-11A-01R-1672-07,4286.92512334
normal,TCGA-B0-5701-11A-01R-1541-07,2717.75379461
normal,TCGA-CZ-5458-11A-01R-1503-07,1175.12662357
normal,TCGA-A3-3387-11A-01R-1541-07,1863.10465897
normal,TCGA-CJ-6033-11A-01R-1858-07,1800.98622005
normal,TCGA-CW-5584-11A-01R-1541-07,984.1221728630001
normal,TCGA-B0-5712-11A-01R-1672-07,1739.02760532
normal,TCGA-B0-5697-11A-01R-1541-07,1886.35823452
normal,TCGA-CZ-5984-11A-01R-1672-07,3178.50675569
normal,TCGA-CZ-5467-11A-01R-1503-07,1320.38417898
normal,TCGA-CZ-5451-11A-01R-1503-07,3037.4733082
normal,TCGA-CZ-5462-11A-01R-1503-07,1396.59811046
normal,TCGA-CZ-5455-11A-01R-1503-07,1521.98082761
normal,TCGA-CZ-5982-11A-01R-1672-07,550.01446538
normal,TCGA-B0-5699-11A-01R-1541-07,1781.47321303
normal,TCGA-CJ-5678-11A-01R-1541-07,537.449479749
normal,TCGA-CZ-5470-11A-01R-1503-07,1339.29408487
normal,TCGA-CZ-5453-11A-01R-1503-07,4401.16109401
normal,TCGA-B0-5711-11A-01R-1672-07,733.892167756
normal,TCGA-CW-5587-11A-01R-1541-07,2186.17128608
normal,TCGA-CZ-5988-11A-01R-1672-07,1324.53357378
normal,TCGA-CW-6088-11A-01R-1672-07,1255.75153826
normal,TCGA-CJ-5679-11A-01R-1541-07,4884.94727921
normal,TCGA-B0-5694-11A-01R-1541-07,2279.49322307
normal,TCGA-B0-5709-11A-01R-1541-07,4886.94162365
normal,TCGA-B8-5549-11A-01R-1541-07,3451.57866579
normal,TCGA-CZ-5465-11A-01R-1503-07,1331.51736557
normal,TCGA-B0-5691-11A-01R-1541-07,3459.71918151
normal,TCGA-CJ-5681-11A-01R-1541-07,10488.3757948
normal,TCGA-CZ-5989-11A-01R-1672-07,3018.04272169
normal,TCGA-B0-4700-11A-01R-1541-07,3450.623475900001
normal,TCGA-CJ-5672-11A-01R-1541-07,1169.31803034
normal,TCGA-B8-4620-11A-01R-1758-07,774.942692988
normal,TCGA-CJ-5689-11A-01R-1541-07,1180.76022066
normal,TCGA-CZ-5468-11A-01R-1503-07,1305.63643248
normal,TCGA-B0-5703-11A-01R-1541-07,2280.53551535
normal,TCGA-B8-4622-11A-01R-1758-07,2028.5511817
normal,TCGA-CZ-4865-11A-01R-1503-07,4576.13650066
normal,TCGA-B8-5552-11A-01R-1672-07,2037.72314597
normal,TCGA-B2-5636-11A-01R-1541-07,2748.4558259
normal,TCGA-B0-5696-11A-01R-1541-07,0.0
normal,TCGA-CZ-4864-11A-01R-1503-07,3908.72348908
normal,TCGA-B0-5690-11A-01R-1541-07,436.278094128
normal,TCGA-CZ-5454-11A-01R-1503-07,4275.51534924
normal,TCGA-CZ-5457-11A-01R-1503-07,3588.72565947
normal,TCGA-CJ-6030-11A-01R-1672-07,1124.16179686
normal,TCGA-CZ-5466-11A-01R-1503-07,327.351744032
normal,TCGA-B0-4712-11A-02R-1503-07,2092.81677267
normal,TCGA-CJ-5677-11A-01R-1541-07,1368.82202143
normal,TCGA-CZ-4863-11A-01R-1503-07,1314.93044347
normal,TCGA-B0-5402-11A-01R-1503-07,1226.64318054
cancer,TCGA-CJ-4892-01A-01R-1305-07,23688.4265722
cancer,TCGA-A3-3376-01A-02R-1420-07,19659.4038077
cancer,TCGA-B0-5706-01A-11R-1541-07,3152.67457147
cancer,TCGA-A3-3362-01A-02R-1325-07,10928.738584899998
cancer,TCGA-BP-4987-01A-01R-1334-07,13863.8809509
cancer,TCGA-MW-A4EC-01A-11R-A266-07,10119.937235100002
cancer,TCGA-BP-4176-01A-02R-1289-07,5746.55535908
cancer,TCGA-CJ-5677-01A-11R-1541-07,6283.28395138
cancer,TCGA-B0-4838-01A-01R-1305-07,18632.7396372
cancer,TCGA-AK-3450-01A-02R-1277-07,2988.93198486
cancer,TCGA-AK-3447-01A-01R-1766-07,3133.85559037
cancer,TCGA-B0-4698-01A-01R-1503-07,49166.84459
cancer,TCGA-BP-4972-01A-01R-1334-07,5208.60762922
cancer,TCGA-BP-4975-01A-01R-1334-07,4053.38242291
cancer,TCGA-A3-3317-01A-02R-1325-07,22935.2335468
cancer,TCGA-A3-3324-01A-02R-1325-07,7423.22097051
cancer,TCGA-BP-5182-01A-01R-1426-07,2877.73806499
cancer,TCGA-B2-3924-01A-02R-A277-07,8618.29627363
cancer,TCGA-B2-5635-01A-01R-A277-07,5642.00358831
cancer,TCGA-BP-4354-01A-02R-1289-07,35972.3240299
cancer,TCGA-B0-5115-01A-01R-1420-07,16561.1835493
cancer,TCGA-B8-4154-01A-01R-1188-07,9418.33414784
cancer,TCGA-BP-4758-01A-01R-1289-07,16314.116069299998
cancer,TCGA-B0-5691-01A-11R-1541-07,4688.15874909
cancer,TCGA-B0-4848-01A-01R-1277-07,4320.8809659
cancer,TCGA-BP-5177-01A-01R-1426-07,7646.881146
cancer,TCGA-B4-5834-01A-11R-1672-07,2400.35189159
cancer,TCGA-B0-4819-01A-01R-1277-07,60112.2492099
cancer,TCGA-BP-4981-01A-01R-1334-07,54554.1306944
cancer,TCGA-CZ-5455-01A-01R-1503-07,3818.48676307
cancer,TCGA-B2-3923-01A-02R-A277-07,12345.374188299998
cancer,TCGA-AK-3431-01A-02R-1277-07,2236.22679961
cancer,TCGA-CJ-5678-01A-11R-1541-07,11870.0867878
