tissue,barcode,fpkm
cancer,TCGA-VF-A8AE-01A-11R-A431-07,77945.2102909
cancer,TCGA-SN-A84Y-01A-11R-A431-07,10630.1450317
cancer,TCGA-2G-AAFZ-01A-11R-A430-07,8483.22638914
cancer,TCGA-4K-AA1H-01A-11R-A430-07,55217.2606589
cancer,TCGA-2G-AAGY-01A-11R-A430-07,37332.368059800014
cancer,TCGA-2G-AAH3-01A-11R-A430-07,33712.9343639
cancer,TCGA-YU-AA4L-01A-11R-A431-07,50464.0590766
cancer,TCGA-2G-AALW-01A-11R-A430-07,28875.1804699
cancer,TCGA-2G-AAH0-01A-11R-A430-07,30745.4763412
cancer,TCGA-2G-AAGF-01A-31R-A430-07,22656.391602400006
cancer,TCGA-2G-AAF4-01A-11R-A430-07,30854.6844
cancer,TCGA-2G-AAM4-01A-11R-A430-07,34208.7659428
cancer,TCGA-2G-AAHN-01A-11R-A430-07,67954.0854407
cancer,TCGA-XE-AANI-01A-11R-A431-07,11903.4156851
cancer,TCGA-ZM-AA05-01A-12R-A431-07,207813.798836
cancer,TCGA-2G-AALN-01A-11R-A430-07,13267.2309346
cancer,TCGA-YU-A90Q-01A-11R-A431-07,40373.970632
cancer,TCGA-2G-AAFM-01A-11R-A430-07,68973.96470669999
cancer,TCGA-2G-AAFJ-01A-11R-A430-07,9114.64029984
cancer,TCGA-2G-AAG9-01A-11R-A430-07,34567.0477272
cancer,TCGA-XE-AANJ-01A-11R-A431-07,27226.372826
cancer,TCGA-YU-A94I-01A-11R-A431-07,30067.3234706
cancer,TCGA-W4-A7U4-01A-12R-A431-07,31757.6005862
cancer,TCGA-2G-AAL5-01A-11R-A430-07,22820.6344992
cancer,TCGA-S6-A8JW-01A-11R-A430-07,27217.0868871
cancer,TCGA-SO-A8JP-01A-11R-A431-07,33100.266435900005
cancer,TCGA-2G-AAGE-01A-21R-A430-07,21359.8765399
cancer,TCGA-XE-AAOF-01A-11R-A431-07,68307.4921392
cancer,TCGA-X3-A8G4-01A-11R-A431-07,31714.5556457
cancer,TCGA-2G-AAGN-01A-11R-A430-07,22829.7124141
cancer,TCGA-2G-AAF1-01A-11R-A430-07,25050.382582
cancer,TCGA-SB-A6J6-01A-11R-A431-07,34421.755274
cancer,TCGA-XE-AAOD-01A-11R-A431-07,45363.4841117
cancer,TCGA-XE-AAO4-01A-11R-A431-07,60853.84149190001
cancer,TCGA-2G-AALZ-01A-11R-A430-07,36300.5823289
cancer,TCGA-XE-A8H4-01A-31R-A431-07,46227.2570946
cancer,TCGA-2G-AAGP-01A-11R-A430-07,33559.992358599986
cancer,TCGA-2G-AAH4-01A-12R-A430-07,23785.2059983
cancer,TCGA-ZM-AA0E-01A-12R-A431-07,84739.60729239999
cancer,TCGA-2G-AALY-01A-11R-A430-07,18070.7651162
cancer,TCGA-2G-AAG5-01A-11R-A430-07,19772.1751123
cancer,TCGA-2G-AALF-01A-11R-A430-07,38086.2795949
cancer,TCGA-WZ-A7V4-01A-11R-A431-07,37431.1095205
cancer,TCGA-2G-AAHL-01A-11R-A430-07,48515.5107846
cancer,TCGA-XE-AAOJ-01A-12R-A431-07,22830.2483229
cancer,TCGA-2G-AAGA-01A-11R-A430-07,14784.3121055
cancer,TCGA-2G-AAGX-01A-11R-A430-07,15310.446869100002
cancer,TCGA-4K-AA1I-01A-11R-A430-07,30342.9315788
cancer,TCGA-2G-AAGZ-01A-11R-A430-07,39583.5807307
cancer,TCGA-2G-AAG7-01A-11R-A430-07,16013.0495679
cancer,TCGA-4K-AA1G-01A-11R-A430-07,10033.4387148
cancer,TCGA-2G-AAGV-01A-11R-A430-07,12417.6962398
cancer,TCGA-XE-AAOL-01A-11R-A431-07,149240.79762
cancer,TCGA-2G-AAH2-01A-11R-A430-07,28711.1169445
cancer,TCGA-XE-AAO3-01A-11R-A431-07,32571.2101006
cancer,TCGA-2G-AAG3-01A-11R-A430-07,21798.6502276
cancer,TCGA-2G-AAKG-01A-11R-A430-07,16154.819171
cancer,TCGA-XY-A8S3-01B-11R-A431-07,10305.8811284
cancer,TCGA-2G-AAH8-01A-11R-A430-07,16339.168458899998
